Id,Percentage in Operating Systems,Percentage in Algorithms,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Communication skills rating,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,Certifications 1,Certifications 2,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,worked in teams ever?,Introvert,Suggested Job Role
3251,87,69,70,74,92,71,81,89,9,7,3,8,6,no,no,no,machine learning,cloud computing,poor,excellent,Computer Architecture,Business process analyst,higherstudies,Web Services,Technical,yes,no,Information Technology Manager
3252,92,78,60,90,82,91,80,80,5,7,0,2,5,no,yes,yes,shell programming,web technologies,excellent,medium,IOT,testing,higherstudies,Testing and Maintainance Services,Management,yes,no,Technical Support
3253,70,67,65,71,72,79,76,76,8,8,0,7,3,yes,no,no,python,system designing,medium,excellent,Software Engineering,Business process analyst,higherstudies,Cloud Services,Technical,no,yes,Solutions Architect
3254,92,91,83,66,84,64,75,65,4,9,4,8,4,yes,yes,yes,r programming,hacking,medium,medium,Management,system developer,higherstudies,Web Services,Technical,yes,no,Business Intelligence Analyst
3255,67,82,90,76,69,74,89,76,10,6,6,5,9,no,no,no,hadoop,hacking,excellent,excellent,data engineering,system developer,job,Sales and Marketing,Management,no,no,Portal Administrator
3256,72,84,60,87,81,73,79,93,11,4,2,8,2,yes,yes,no,hadoop,web technologies,medium,medium,Management,cloud computing,job,Sales and Marketing,Management,yes,no,Applications Developer
3257,81,67,83,61,74,93,77,66,9,1,3,1,1,no,no,no,distro making,hacking,medium,medium,data engineering,cloud computing,job,Product based,Technical,no,no,CRM Technical Developer
3258,60,89,79,71,65,80,83,60,12,4,4,2,4,no,no,yes,python,hacking,excellent,medium,Management,cloud computing,higherstudies,Product based,Management,yes,no,Business Systems Analyst
3259,61,85,77,73,65,82,64,94,9,6,3,3,3,no,yes,yes,shell programming,cloud computing,excellent,medium,programming,security,higherstudies,product development,Technical,no,yes,CRM Business Analyst
3260,81,68,83,61,94,85,60,90,7,8,3,2,6,no,no,yes,machine learning,data science,excellent,excellent,parallel computing,developer,higherstudies,Sales and Marketing,Management,yes,yes,Design & UX
3261,70,70,60,88,69,84,69,88,7,6,2,1,5,yes,yes,no,hadoop,database security,poor,medium,Management,system developer,higherstudies,BPA,Technical,no,no,Network Engineer
3262,83,84,62,60,87,60,83,60,7,6,4,1,4,no,yes,yes,r programming,data science,medium,medium,networks,developer,higherstudies,Cloud Services,Management,yes,no,Database Administrator
3263,73,63,77,68,69,86,91,90,10,2,4,8,9,no,yes,no,distro making,hacking,poor,poor,hacking,cloud computing,higherstudies,Testing and Maintainance Services,Technical,no,yes,Business Intelligence Analyst
3264,61,92,85,76,71,86,73,92,6,2,3,6,3,yes,no,no,hadoop,testing,excellent,excellent,Software Engineering,cloud computing,job,Testing and Maintainance Services,Technical,no,yes,Database Developer
3265,84,69,77,89,75,60,60,84,8,7,2,8,6,yes,yes,yes,distro making,data science,medium,poor,networks,Business process analyst,job,Service Based,Technical,yes,yes,Project Manager
3266,91,92,63,72,66,74,91,71,6,9,0,6,2,no,no,no,app development,cloud computing,excellent,medium,Software Engineering,Business process analyst,job,Testing and Maintainance Services,Technical,yes,no,Network Security Engineer
3267,84,82,87,69,73,86,64,62,10,9,0,4,7,no,no,no,full stack,hacking,excellent,poor,programming,system developer,job,Finance,Technical,no,no,Web Developer
3268,78,78,86,91,80,80,75,72,5,6,3,6,6,yes,yes,yes,full stack,hacking,poor,poor,Software Engineering,testing,higherstudies,Product based,Management,no,no,Database Developer
3269,60,91,73,67,71,81,60,79,10,3,6,7,9,no,yes,no,machine learning,hacking,medium,medium,data engineering,cloud computing,job,Product based,Technical,no,yes,Network Engineer
3270,79,60,74,93,67,67,85,80,10,5,3,7,6,yes,no,yes,distro making,database security,poor,medium,data engineering,testing,higherstudies,Cloud Services,Technical,yes,no,CRM Business Analyst
3271,76,71,83,77,68,68,85,78,4,4,6,2,6,yes,no,yes,hadoop,game development,medium,medium,hacking,system developer,job,BPA,Technical,no,yes,E-Commerce Analyst
3272,71,83,82,74,84,63,71,64,9,2,5,8,1,no,no,no,distro making,database security,poor,medium,parallel computing,security,job,Cloud Services,Management,yes,yes,Technical Support
3273,66,73,74,70,90,61,81,89,5,7,3,8,6,yes,no,yes,full stack,web technologies,excellent,poor,parallel computing,Business process analyst,job,BPA,Technical,no,yes,Information Security Analyst
3274,68,70,84,64,80,76,93,86,10,9,0,6,7,no,no,no,machine learning,data science,excellent,poor,Software Engineering,security,job,Web Services,Management,no,no,Technical Services/Help Desk/Tech Support
3275,89,79,81,71,89,75,80,83,6,6,0,7,1,yes,no,no,information security,cloud computing,medium,excellent,Computer Architecture,developer,job,Finance,Management,yes,yes,Software Quality Assurance (QA) / Testing
3276,63,81,93,94,65,83,86,62,8,7,1,3,7,no,no,no,distro making,data science,poor,poor,hacking,testing,job,SAaS services,Technical,no,no,Technical Engineer
3277,86,69,93,72,72,79,88,68,9,9,4,7,6,yes,no,yes,shell programming,web technologies,poor,excellent,cloud computing,cloud computing,higherstudies,product development,Technical,yes,yes,Business Systems Analyst
3278,78,74,82,69,68,73,93,82,4,1,0,5,5,no,yes,no,machine learning,hacking,excellent,excellent,Software Engineering,developer,job,Web Services,Technical,yes,yes,Web Developer
3279,87,69,62,71,67,81,82,70,12,5,0,2,3,yes,yes,no,information security,data science,medium,poor,IOT,system developer,higherstudies,SAaS services,Management,yes,no,Web Developer
3280,84,92,71,65,79,92,72,60,11,2,1,6,4,yes,no,no,hadoop,hacking,poor,poor,Management,Business process analyst,higherstudies,Testing and Maintainance Services,Management,yes,no,Software Developer
3281,65,85,78,81,88,71,90,91,11,3,0,8,7,no,no,no,r programming,game development,excellent,excellent,hacking,developer,job,Cloud Services,Technical,no,yes,Database Manager
3282,72,72,85,87,62,73,63,67,12,6,4,5,3,no,yes,no,app development,hacking,medium,poor,hacking,security,higherstudies,Web Services,Management,no,no,Design & UX
3283,81,87,89,94,83,85,76,83,7,5,3,6,6,no,yes,yes,r programming,game development,medium,poor,programming,security,job,Cloud Services,Management,yes,no,Network Engineer
3284,74,60,63,86,79,93,85,72,7,3,4,6,3,yes,yes,no,python,cloud computing,medium,excellent,networks,system developer,job,Finance,Management,no,no,Systems Analyst
3285,91,81,76,92,65,94,61,65,5,1,2,4,4,yes,no,no,shell programming,testing,excellent,poor,data engineering,cloud computing,job,Testing and Maintainance Services,Management,no,no,Database Administrator
3286,89,80,65,80,83,87,70,61,8,8,3,7,5,no,no,no,machine learning,data science,excellent,excellent,Computer Architecture,system developer,job,Sales and Marketing,Technical,no,yes,Data Architect
3287,71,91,68,65,65,75,81,87,9,4,1,3,5,no,no,no,information security,testing,excellent,poor,IOT,system developer,higherstudies,Cloud Services,Technical,yes,no,Software Developer
3288,77,66,67,84,74,92,86,77,12,3,1,4,2,yes,no,no,machine learning,data science,medium,excellent,IOT,cloud computing,higherstudies,Cloud Services,Management,no,yes,E-Commerce Analyst
3289,82,88,89,61,73,78,78,81,12,4,2,5,6,no,yes,yes,python,system designing,poor,medium,programming,developer,higherstudies,BPA,Technical,no,yes,Information Technology Manager
3290,91,87,72,68,82,60,60,61,7,2,1,7,7,no,yes,yes,app development,data science,medium,medium,parallel computing,cloud computing,higherstudies,product development,Technical,yes,yes,Database Developer
3291,71,88,66,64,64,92,90,81,10,2,4,8,1,no,yes,yes,hadoop,hacking,poor,poor,cloud computing,testing,job,Testing and Maintainance Services,Management,yes,yes,Data Architect
3292,88,90,71,74,69,73,69,61,8,7,1,3,7,no,no,no,shell programming,data science,poor,excellent,programming,cloud computing,job,BPA,Technical,yes,no,Database Manager
3293,76,62,93,91,77,77,79,72,5,3,5,3,9,no,yes,yes,python,hacking,poor,excellent,data engineering,developer,job,Testing and Maintainance Services,Management,yes,no,Solutions Architect
3294,75,68,79,80,64,72,83,72,5,5,2,1,1,no,no,yes,shell programming,system designing,medium,poor,Software Engineering,testing,job,product development,Technical,yes,no,Quality Assurance Associate
3295,60,78,70,80,73,84,80,65,6,3,6,4,5,no,yes,no,hadoop,testing,excellent,medium,parallel computing,developer,higherstudies,BPA,Management,no,no,Project Manager
3296,93,65,93,85,92,68,67,80,10,2,3,4,8,no,yes,no,information security,system designing,poor,poor,cloud computing,Business process analyst,job,BPA,Management,yes,no,Network Security Administrator
3297,74,92,63,71,71,63,71,67,7,2,4,5,1,yes,no,yes,r programming,database security,excellent,medium,networks,testing,job,Product based,Management,no,no,Programmer Analyst
3298,88,69,75,91,75,82,69,74,12,4,1,8,5,no,no,no,app development,web technologies,medium,poor,IOT,system developer,job,Sales and Marketing,Management,yes,yes,Information Technology Manager
3299,77,85,69,88,90,68,72,83,5,1,3,5,5,yes,yes,yes,r programming,web technologies,excellent,excellent,programming,developer,higherstudies,Product based,Technical,yes,no,Database Developer
3300,84,67,91,80,68,82,67,77,7,3,6,2,6,no,no,yes,information security,data science,poor,excellent,IOT,developer,job,Product based,Management,no,yes,Web Developer
3301,88,93,94,70,88,66,74,62,4,8,4,7,3,yes,no,yes,full stack,game development,medium,medium,programming,cloud computing,higherstudies,Service Based,Management,no,yes,Systems Security Administrator
3302,81,71,70,67,88,89,79,62,12,9,3,7,2,no,yes,yes,full stack,system designing,medium,poor,cloud computing,developer,job,product development,Management,no,no,Web Developer
3303,86,65,64,78,76,60,91,69,11,9,4,4,8,yes,yes,yes,r programming,hacking,excellent,medium,Computer Architecture,Business process analyst,job,SAaS services,Technical,no,no,Network Security Administrator
3304,75,90,61,83,85,83,93,78,5,9,1,7,7,yes,yes,no,information security,game development,excellent,poor,Computer Architecture,cloud computing,job,Cloud Services,Technical,yes,yes,Applications Developer
3305,76,75,72,66,82,75,77,64,6,6,2,4,4,no,yes,yes,app development,web technologies,medium,poor,Software Engineering,security,higherstudies,Web Services,Technical,no,yes,UX Designer
3306,81,69,73,86,87,92,62,70,10,8,2,3,2,yes,yes,yes,python,hacking,excellent,poor,cloud computing,Business process analyst,job,Product based,Technical,no,yes,Software Quality Assurance (QA) / Testing
3307,71,80,74,78,80,61,65,61,6,9,2,4,1,no,no,yes,app development,hacking,medium,poor,Computer Architecture,developer,job,Web Services,Management,no,no,E-Commerce Analyst
3308,87,88,73,91,84,76,94,86,4,3,0,5,9,no,yes,yes,hadoop,hacking,excellent,medium,data engineering,system developer,higherstudies,Testing and Maintainance Services,Management,yes,no,Network Security Engineer
3309,86,62,77,79,73,92,92,67,6,8,3,6,2,yes,yes,no,machine learning,web technologies,medium,poor,data engineering,testing,job,Finance,Technical,no,yes,Database Administrator
3310,65,66,72,79,65,90,68,90,7,3,3,1,5,yes,no,no,hadoop,hacking,medium,poor,hacking,testing,job,product development,Management,yes,yes,Software Systems Engineer
3311,72,61,73,90,83,64,80,69,4,7,3,2,7,no,yes,no,machine learning,game development,poor,poor,Software Engineering,Business process analyst,job,Product based,Management,yes,no,Web Developer
3312,74,67,84,75,65,94,87,92,5,2,4,8,7,no,no,no,machine learning,web technologies,medium,medium,programming,testing,higherstudies,Product based,Technical,yes,no,Network Engineer
3313,64,63,87,85,73,90,66,91,4,7,6,8,2,yes,yes,yes,r programming,hacking,medium,excellent,hacking,system developer,higherstudies,Service Based,Technical,yes,no,Technical Engineer
3314,72,91,84,85,62,72,84,61,4,9,6,6,5,no,no,no,python,game development,excellent,excellent,Computer Architecture,security,job,Service Based,Technical,yes,no,Network Engineer
3315,69,74,65,76,62,78,68,81,6,8,4,6,3,yes,no,yes,information security,data science,medium,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,Management,no,no,Information Technology Manager
3316,76,90,64,84,62,89,65,87,5,8,4,1,6,yes,yes,no,full stack,system designing,excellent,medium,networks,Business process analyst,higherstudies,product development,Management,no,yes,Business Systems Analyst
3317,92,78,78,75,65,73,84,88,11,6,2,4,7,yes,no,no,shell programming,database security,medium,excellent,data engineering,security,job,SAaS services,Management,yes,yes,Systems Security Administrator
3318,75,66,75,91,65,75,82,74,9,9,2,1,1,no,yes,no,r programming,database security,poor,medium,parallel computing,Business process analyst,job,Testing and Maintainance Services,Technical,no,yes,Software Developer
3319,60,64,73,76,60,78,68,85,7,4,0,5,8,yes,no,yes,information security,system designing,poor,poor,hacking,testing,higherstudies,SAaS services,Management,yes,no,Solutions Architect
3320,61,70,89,75,91,61,82,75,5,5,2,2,8,no,yes,yes,distro making,system designing,medium,poor,Computer Architecture,security,job,BPA,Management,no,no,Network Engineer
3321,69,80,63,79,60,89,88,73,10,6,3,4,4,no,yes,no,shell programming,game development,excellent,excellent,hacking,security,higherstudies,SAaS services,Technical,no,no,Project Manager
3322,82,65,73,66,75,71,85,66,10,3,1,1,4,no,no,yes,app development,testing,excellent,excellent,data engineering,Business process analyst,higherstudies,BPA,Technical,no,yes,Web Developer
3323,69,84,69,79,83,74,83,67,12,5,4,5,9,yes,no,no,app development,testing,excellent,poor,data engineering,testing,higherstudies,Service Based,Technical,no,no,Project Manager
3324,78,73,93,78,63,92,85,89,4,1,5,7,1,no,no,no,hadoop,testing,poor,medium,networks,system developer,higherstudies,Sales and Marketing,Management,no,no,Systems Security Administrator
3325,76,65,82,78,81,69,70,71,11,8,0,9,2,yes,yes,no,hadoop,database security,medium,medium,cloud computing,cloud computing,higherstudies,Testing and Maintainance Services,Management,yes,no,Software Quality Assurance (QA) / Testing
3326,63,74,75,81,80,75,70,77,10,6,1,7,7,yes,no,yes,machine learning,system designing,poor,medium,hacking,developer,job,Service Based,Technical,yes,yes,Information Technology Auditor
3327,78,84,88,88,70,65,65,77,5,3,1,8,5,no,yes,no,python,web technologies,poor,medium,Computer Architecture,cloud computing,higherstudies,BPA,Technical,yes,no,Network Security Administrator
3328,62,66,66,65,63,76,71,61,8,4,4,5,5,no,no,no,distro making,database security,excellent,excellent,parallel computing,system developer,higherstudies,Finance,Technical,no,no,Programmer Analyst
3329,78,84,80,89,76,62,68,91,12,2,0,3,1,no,yes,yes,app development,cloud computing,medium,excellent,IOT,Business process analyst,higherstudies,BPA,Technical,no,no,Portal Administrator
3330,69,86,93,82,64,72,75,65,7,3,0,1,4,yes,yes,no,hadoop,testing,medium,medium,hacking,Business process analyst,job,Service Based,Management,yes,yes,Solutions Architect
3331,92,88,91,92,93,64,87,60,10,5,0,9,4,yes,yes,no,app development,game development,poor,poor,Computer Architecture,cloud computing,job,Product based,Management,yes,yes,Software Systems Engineer
3332,79,66,69,64,76,64,70,93,9,7,0,5,9,no,yes,yes,python,web technologies,poor,excellent,IOT,cloud computing,higherstudies,SAaS services,Management,yes,no,Software Quality Assurance (QA) / Testing
3333,62,90,90,74,82,87,84,71,11,6,5,9,2,yes,yes,no,distro making,database security,medium,medium,Management,developer,job,Product based,Technical,no,no,Business Intelligence Analyst
3334,87,77,88,70,63,77,86,76,8,9,2,5,4,yes,yes,yes,machine learning,data science,medium,poor,hacking,system developer,job,Cloud Services,Technical,yes,yes,Network Engineer
3335,85,90,79,83,61,87,87,79,5,1,1,4,3,no,yes,yes,python,system designing,poor,excellent,Computer Architecture,security,job,BPA,Technical,yes,yes,Software Systems Engineer
